std,mu0[0],mu0[1],mu0[2],mu1[0],mu1[1],mu1[2],overlap ratio,train loss with L,test loss with L,train loss without L,test loss without L,train acc with L,test acc with L,train acc without L,test acc without L
1.8527890725774772,-1.6655434609080104,-1.187355493490962,0.45955296895423503,-1.2075123992379995,-0.028119248081153625,-1.3386851090154912,0.8468012813305562,0.4803285598754883,0.4931751489639282,0.27901962399482727,0.6054562330245972,0.7860833406448364,0.7710000276565552,0.8867083191871643,0.762666642665863
0.9731924544261739,1.5451417996463501,-1.2725947926009398,-1.340475189116153,-0.13137937523441146,-1.152018984974096,-0.5349854102534688,0.5221305481140757,0.4339783191680908,0.4312409460544586,0.16017062962055206,0.2889243960380554,0.8634166717529297,0.8648333549499512,0.9402083158493042,0.8823333382606506
1.2484015469036005,-1.732005535499662,-0.20650932421959345,-0.6571900168457914,-0.17164190976157911,1.43823797096094,-1.9117748960540024,0.48179966209429204,0.38912433385849,0.390269011259079,0.1291002482175827,0.2978302836418152,0.8647916913032532,0.8616666793823242,0.953041672706604,0.8896666765213013
1.675706023677746,-0.7493259723078003,-1.555705429967324,-0.06588244292802603,0.14379342598291656,-1.312577515575811,-0.5972191427045508,1.5700677931570877,0.5967741012573242,0.6185160279273987,0.4203101396560669,0.8029411435127258,0.6880833506584167,0.6583333611488342,0.8107083439826965,0.6321666836738586
1.4799982614685667,-1.2683957152321605,-0.6114240335668835,0.05673791321039534,1.262731533572969,-0.4480219552877389,0.023283896629154643,0.5834536331693925,0.4318641722202301,0.4497359097003937,0.17851515114307404,0.4296664893627167,0.8304583430290222,0.8159999847412109,0.9233333468437195,0.8296666741371155
0.8596406740658995,0.4896425442156809,0.8890121876819763,1.9480710290956953,1.8789717892048143,-0.8935302371989557,0.19513227457083504,0.3005573567683859,0.28608402609825134,0.28484347462654114,0.04938485473394394,0.10289593040943146,0.950083315372467,0.9511666893959045,0.9881666898727417,0.9648333191871643
2.498721088533511,-0.6538038614174999,1.6758902773068205,0.18175309844215715,-1.673466804359799,0.8248081260654909,1.3494486594155735,1.4129100747961707,0.5559661388397217,0.5941277742385864,0.4073738157749176,0.7524049282073975,0.7201250195503235,0.6863333582878113,0.8183749914169312,0.6556666493415833
1.6099764416479658,1.0231433066258684,0.11892947436862933,1.898180560595434,-1.1381098896699307,0.06024463995448137,-0.7495334817622741,0.47098596972946366,0.381384938955307,0.3837326169013977,0.12587577104568481,0.3241825997829437,0.8897916674613953,0.8836666941642761,0.9470416903495789,0.878166675567627
1.3001035874107987,-0.5898093191722955,0.34498878538919975,-0.18707587848615725,-0.6877183758042875,1.7737125641363165,-1.1902699954561409,0.7435556123769211,0.47602054476737976,0.48505333065986633,0.2707998752593994,0.4750603437423706,0.7859583497047424,0.7756666541099548,0.8895833492279053,0.8021666407585144
0.8545801994501743,1.5352801643137375,-0.9817095589736606,-0.332035668742082,1.9257515075376315,-1.7878804500165675,-0.872887080296429,0.816705861542393,0.5516340136528015,0.556251049041748,0.3810754418373108,0.5162138938903809,0.7627500295639038,0.7588333487510681,0.8274583220481873,0.7621666789054871
0.9368988314096047,0.5831692832435196,-1.2757389823837784,0.37404524601778366,-0.8546236104432872,0.48255553090423753,-0.7097557122024449,0.3722817545528752,0.33673518896102905,0.33651497960090637,0.07019560039043427,0.19633710384368896,0.9203333258628845,0.9203333258628845,0.9658750295639038,0.9259999990463257
1.8999198510232485,1.3097092142843474,1.5686611972532418,1.1357011669924786,0.5658817233041269,-1.7972063110076348,-0.09774917395469096,0.5189460751662999,0.3847613036632538,0.38003280758857727,0.1602098047733307,0.34723228216171265,0.871833324432373,0.8736666440963745,0.9296666383743286,0.8640000224113464
1.0523550802951875,-1.701768553530417,1.8007167346490118,-0.31367534141858044,-1.1779147955427458,1.6406352682133334,-0.25626983011514337,1.9107084923555346,0.6367943286895752,0.657615602016449,0.5222188830375671,0.719910740852356,0.6527083516120911,0.6136666536331177,0.7352083325386047,0.6046666502952576
2.065512464228748,-0.9689379539010812,1.027989824540422,1.0701879942630357,-0.08884793873866892,-0.5293997920532636,0.9132767074567014,1.1502362930003112,0.5283236503601074,0.5618945956230164,0.3760123550891876,0.6830423474311829,0.7475000023841858,0.7161666750907898,0.8262916803359985,0.6813333630561829
0.6495044029371968,-0.5017762261883099,1.0233820915100145,-0.8510990147706163,-1.3199630130039997,1.2850301319812276,-1.5867524503293229,0.5742936899939598,0.526472270488739,0.5262817740440369,0.25883644819259644,0.3349126875400543,0.8087083101272583,0.8028333187103271,0.8975833058357239,0.8606666922569275
